Continent,Country,City,Name,Firm,Amenities,Price,Rating,Review
Europe,Spain,Balearic Islands,Beverly Playa Hotel,,"Free public parking nearby,Wifi,Pool,Fitness Centre with Gym / Workout Room,Free breakfast,Beach,Bicycle rental,Children Activities (Kid / Family Friendly),Paid private parking on-siteParkingPaid wifiHot bathPool / beach towelsOutdoor poolYoga classesFitness classesSaunaBar / loungeRestaurantBreakfast buffetKid-friendly buffetSnack barPoolside barTennis courtDartsEntertainment staffEvening entertainmentPatioTennis court offsiteWalking toursVideo game consoleKids clubAirport transportationCar hireTaxi serviceMeeting roomsMakeup servicesManicurePedicureBaggage storageShopsSun terraceFirst aid kitInfirmaryUmbrella24-hour check-in24-hour front desk,Paid private parking on-site,Parking,Paid wifi,Hot bath,Pool / beach towels,Outdoor pool,Yoga classes,Fitness classes,Sauna,Bar / lounge,Restaurant,Breakfast buffet,Kid-friendly buffet,Snack bar,Poolside bar,Tennis court,Darts,Entertainment staff,Evening entertainment,Patio,Tennis court offsite,Walking tours,Video game console,Kids club,Airport transportation,Car hire,Taxi service,Meeting rooms,Makeup services,Manicure,Pedicure,Baggage storage,Shops,Sun terrace,First aid kit,Infirmary,Umbrella,24-hour check-in,24-hour front desk",,3.0,"we first travelled here in July 2018, loved it so much returned with our son in September 2018. Came again in August 2019 with more family. Here now on our 4th visit and even with the covid pandemic the hotel has remained spectacular!  I am here with my husband, son, daughter and her partner staying on an all inclusive basis. We are staying in room 515 (superior) the rooms are very nice, clean and comfortable.  Maids come and clean every day.  Could do with more towels though. The hotel has recently had to change how you can order your drinks due to the covid and restrictions so you now have to sit outside the pool bar and wait for service instead of going to the bar yourself, this has proven difficult as it takes longer to get served this way, but the staff work incredibly"
Europe,Spain,Balearic Islands,Hostal Residencia Catalina Vera,,"Free parking,Free internet,Wifi,Free breakfast,Canoeing offsite,Non-smoking hotel,Sun terrace,",,4.5,"We first stayed at Catalina Vera a year ago and knew we would return! Stayed 6 nights this year, booked direct on their website and arrived to find a bottle of wine in our room. Like other reviews we returned because the service by Pablo and his family is so friendly and welcoming. Very clean rooms, a superb breakfast tray for 2 is served at your table (see my previous review), excellent location, peaceful and idyllic. The garden areas are a pleasure to see. Free parking for guests is a bonus! Located very close to the heart of Port d’Andratx. This is an established “authentic” traditional family run bed and breakfast so the facilities reflect this. There are ground floor and first floor rooms all accessed externally. Excellent value for money. Open March to end of October."
Europe,Spain,Balearic Islands,Mon Port Hotel & Spa,,"Free parking,Free High Speed Internet (WiFi),Pool,Fitness Centre with Gym / Workout Room,Bar / lounge,Bicycle rental,Bicycles available,Kids club,ParkingHot bathPool / beach towelsIndoor poolOutdoor poolHeated poolSaltwater poolFitness / spa changing roomsPersonal trainerSaunaCoffee shopRestaurantBreakfast availableBreakfast buffetBreakfast in the roomComplimentary welcome drinkKids' mealsWine / champagnePoolside barHikingTennis courtBicycle toursHighchairs availableAirport transportationCar hireBusiness Centre with Internet AccessConference facilitiesBanquet roomMeeting roomsFax / photocopyingSpaCouples massageFacial treatmentsFull body massageHand massageMakeup servicesManicureMassageNeck massageSalonSteam roomBaggage storageConciergeNon-smoking hotelSun deck24-hour check-inPrivate check-in / check-outDry cleaningLaundry serviceIroning service,Parking,Hot bath,Pool / beach towels,Indoor pool,Outdoor pool,Heated pool,Saltwater pool,Fitness / spa changing rooms,Personal trainer,Sauna,Coffee shop,Restaurant,Breakfast available,Breakfast buffet,Breakfast in the room,Complimentary welcome drink,Kids' meals,Wine / champagne,Poolside bar,Hiking,Tennis court,Bicycle tours,Highchairs available,Airport transportation,Car hire,Business Centre with Internet Access,Conference facilities,Banquet room,Meeting rooms,Fax / photocopying,Spa,Couples massage,Facial treatments,Full body massage,Hand massage,Makeup services,Manicure,Massage,Neck massage,Salon,Steam room,Baggage storage,Concierge,Non-smoking hotel,Sun deck,24-hour check-in,Private check-in / check-out,Dry cleaning,Laundry service,Ironing service",,4.5,"We love Hotel Monport and have been going for many years with our family. All of the staff are so friendly and helpful and Alian the pool guy makes your days around the pool that little bit better, always so helpful and is great with the kids! . The hotel is set in a perfect location not a far walk from Port Andratx. The rooms are lovely, everything you need and the garden’s are just beautiful. It really is such a lovely setting. The food and drinks are good too. I would highly recommend."
Europe,Spain,Balearic Islands,Pula Country Club,,,,,
Europe,Spain,Balearic Islands,Marina Palace By Intercorp Hotel Group,,"Free High Speed Internet (WiFi),Wifi,Pool,Outdoor pool,Bar / lounge,Restaurant,Concierge,Laundry service,Poolside bar,Poolside bar",,4.0,We booked a 2 bed superior room which was fine but the hotel itself is so dated and really needs a revamp. The pool area was tatty. View from pool is nice overlooking the sea but no beach just rocks. I wouldn’t return here.
Europe,Spain,Balearic Islands,AH Art Hotel Palma,,"Paid public parking on-site,Free High Speed Internet (WiFi),Free breakfast,Bicycle rental,Car hire,Fax / photocopying,Baggage storage,Concierge,Car parkWifiCoffee shopBreakfast buffetBreakfast in the roomNon-smoking hotel24-hour check-in24-hour front deskPrivate check-in / check-outDry cleaningLaundry serviceIroning service,Car park,Wifi,Coffee shop,Breakfast buffet,Breakfast in the room,Non-smoking hotel,24-hour check-in,24-hour front desk,Private check-in / check-out,Dry cleaning,Laundry service,Ironing service",,5.0,"Booked two suites for one night with the family, as our usual hotel in Palma was fully booked. Turned out to be a revaluation, Small but Bijou. Suites excellent size, spotless clean. Privately owned attention to detail puts many 5 star hotels we have stayed in to shame. Breakfast low key but selection excellent. Staffs interpersonal skills were impressive, Bernards were excellent, Nadine’s were off the scale. We had booked VIP transport with the Hotel to take our son who was visiting  to the airport and then my wife and I from the airport back to Cala Millor. Transport did not turn up, due to a problem at there end. problem! No Nadine organised a taxi to take our son and family to the airport in time for there flight then reorganised the the VIP transport to collect us.and take"
Europe,Spain,Balearic Islands,Villa Cristi,,,,,
Europe,Spain,Balearic Islands,Agroturismo Vall de Pollenca,,"Free parking,Free High Speed Internet (WiFi),Pool,Free breakfast,Bicycle rental,Golf course,Books, DVDs, music for children,Car hire,WifiOutdoor poolRestaurantBreakfast buffetHikingBoard games / puzzlesMassageBaggage storageNon-smoking hotelSun terrace,Wifi,Outdoor pool,Restaurant,Breakfast buffet,Hiking,Board games / puzzles,Massage,Baggage storage,Non-smoking hotel,Sun terrace",,4.5,"Despite its idyllic location set in the countryside, you’re only about a 5-10 minute drive from Pollença old town and a little further to the port.  The property is a popular destination for walkers who can use it as a base to hike through the Tramuntana mountains. We went for an organised walk through the vineyards to look at the black vultures.  There’s a rocky track up to the hotel from the main road that’s fine in a small car and if you take your time and go slowly.  The decor of the hotel is traditional, very tasteful and clean.  Breakfast is good with a typical choice of fruit, ham, cheese, cereals, bread and eggs cooked to order.  Evening meals are also excellent. We had the shoulder of lamb, tumbet, and baked bacalao. Homemade tiramisu was perfect.  There’s a good"
Europe,Spain,Balearic Islands,Sol Bahia Ibiza Suites,,"Free High Speed Internet (WiFi),Pool,Bar / lounge,Beach,Bicycle rental,Car hire,Solarium,Baggage storage,WifiPool with viewOutdoor poolRestaurantPoolside barHikingCurrency exchangeSun terraceSun umbrellas24-hour front desk,Wifi,Pool with view,Outdoor pool,Restaurant,Poolside bar,Hiking,Currency exchange,Sun terrace,Sun umbrellas,24-hour front desk",,4.5,These apartments have had alot of time and money spent on them for us tourists. Clean spacious and lovely views of the sea.The staff were fantastic food was very good  It turned out to be just one of the best holidays we have ever had as never been to Ibiza before .The Sol Bahia Suits looked after us so well that we just can't wait to get back there. Lovely walk into town or just to sit by marina having cold beer.Apartments were cleaned every day. Nothing was too much trouble.Plenty of sunbeds and umbrellas.
Europe,Russia,Southern District,Guest House Terskaya 28A,,"Free parking,Free High Speed Internet (WiFi),Wifi,Children Activities (Kid / Family Friendly),Laundry service,",,,
Europe,Russia,Southern District,Gostevoy dom Rif,,"Children Activities (Kid / Family Friendly),",,,
Europe,Russia,Southern District,Guest House 7 Vetrov,,"Free parking,Free High Speed Internet (WiFi),Pool,Fitness Centre with Gym / Workout Room,Bicycle rental,Billiards,Children Activities (Kid / Family Friendly),Kids pool,Secured parkingOutdoor poolYoga classesFitness classesPersonal trainerKids' outdoor play equipmentStrollersPets Allowed ( Dog / Pet Friendly )Airport transportationShuttle bus serviceBBQ facilitiesOutdoor furnitureShopsSun terraceLaundry service,Secured parking,Outdoor pool,Yoga classes,Fitness classes,Personal trainer,Kids' outdoor play equipment,Strollers,Pets Allowed ( Dog / Pet Friendly ),Airport transportation,Shuttle bus service,BBQ facilities,Outdoor furniture,Shops,Sun terrace,Laundry service",,4.5,"Отдыхали в отеле «Семь ветров» с семьёй ( муж и дочка) не первый раз. Территория отеля очень ухоженная , номера всегда чистые , с новой , прекрасно работающей техникой , уборка производится в номерах каждые два дня со сменой полотенец.  Хозяйка , Лариса Владимировна, очень гостеприимная: всегда встречает с улыбкой, каждый день интересуется у отдыхающих о проведённом дне , всегда готова помочь в любых вопросах.  Отель находится в 7-9 минутах ходьбы от моря и в шаговой доступности от магазинов (большой магнит, пятерочка  и много др..) и столовых. Также на территории отеля есть общая кухня , которая оборудована новой техникой: две газовые плиты , большой холодильник и есть вся необходимая посуда для приготовления еды. В зоне приема пищи работает кондиционер, все всегда было"
